id,full_name,mail,tel,date_naissance,adresse,numero_contrat,type_contrat,annee_inscription,prime_annuelle,profession,situation_familiale,kpi_score,sentiment
7382,Wissem Ben Ali,client7382@mail.tn,+21693620051,1984-06-09,"176 Rue 40, Tunis",STAR-007382,VIE,2007,5821.92,INFORMATICIEN,VEUF,100,POSITIF
7383,Afef Haddad,client7383@mail.tn,+21669044512,1971-02-10,"40 Rue 21, Sfax",STAR-007383,AUTO,2014,1591.22,RETRAITE,DIVORCE,66,NEUTRE
7384,Ahmed Bouaziz,client7384@mail.tn,+21669550437,1970-09-09,"55 Rue 44, Ariana",STAR-007384,RC,2012,545.91,CHAUFFEUR,MARIE,28,NEGATIF
7385,Ahmed Nasri,client7385@mail.tn,+21667966303,1985-11-01,"139 Rue 27, Zaghouan",STAR-007385,SANTE,2015,1429.11,EMPLOYE,VEUF,62,NEUTRE
7386,Amira Belhaj,client7386@mail.tn,+21667756376,1974-10-21,"179 Rue 46, Mateur",STAR-007386,RC,2006,774.46,CHAUFFEUR,DIVORCE,37,NEGATIF
7387,Nadia Jebali,client7387@mail.tn,+21693543325,1989-10-19,"162 Rue 19, Ariana",STAR-007387,VOYAGE,2019,450.42,ENSEIGNANT,DIVORCE,45,NEUTRE
7388,Mariem Jebali,client7388@mail.tn,+21698383428,1979-02-22,"69 Rue 37, Mateur",STAR-007388,RC,2008,878.42,AUTRE,VEUF,55,NEUTRE
7389,Khaled Turki,client7389@mail.tn,+21664482400,1990-09-03,"31 Rue 33, Ariana",STAR-007389,RC,2021,400.96,EMPLOYE,MARIE,15,NEGATIF
7390,Chiraz Boughanmi,client7390@mail.tn,+21696849123,2000-09-16,"185 Rue 28, Ben Arous",STAR-007390,HABITATION,2013,4612.19,RETRAITE,VEUF,94,POSITIF
7391,Khaled Haddad,client7391@mail.tn,+21698003345,1980-06-28,"155 Rue 13, Monastir",STAR-007391,SANTE,2020,649.82,ENSEIGNANT,CELIBATAIRE,44,NEUTRE
7392,Rim Trabelsi,client7392@mail.tn,+21662722547,1988-09-28,"50 Rue 26, Tunis",STAR-007392,AUTO,2017,1093.06,CHAUFFEUR,DIVORCE,48,NEUTRE
7393,Nour Mzoughi,client7393@mail.tn,+21699166926,1974-11-02,"197 Rue 40, Mateur",STAR-007393,HABITATION,2002,1808.2,CHAUFFEUR,MARIE,86,POSITIF
7394,Zied Fehri,client7394@mail.tn,+21664346671,1982-03-15,"21 Rue 45, Sfax",STAR-007394,AUTO,2013,609.06,EMPLOYE,DIVORCE,46,NEUTRE
7395,Nadia Turki,client7395@mail.tn,+21695123554,1978-06-26,"68 Rue 44, Zaghouan",STAR-007395,AUTO,2023,1174.73,COMMERCANT,CELIBATAIRE,44,NEUTRE
7396,Yosra Haddad,client7396@mail.tn,+21663016558,1975-04-08,"173 Rue 6, Ariana",STAR-007396,HABITATION,2023,1059.04,CHAUFFEUR,VEUF,45,NEUTRE
7397,Lotfi Khalsi,client7397@mail.tn,+21691258936,1984-03-04,"168 Rue 26, Ariana",STAR-007397,SANTE,2018,2425.98,ENSEIGNANT,DIVORCE,76,POSITIF
7398,Khaled Turki,client7398@mail.tn,+21697023901,1978-09-05,"7 Rue 22, Mateur",STAR-007398,SANTE,2005,1217.9,MEDECIN,MARIE,100,POSITIF
7399,Sirine Gargouri,client7399@mail.tn,+21669544294,1996-06-05,"83 Rue 11, Sfax",STAR-007399,SANTE,2014,666.33,INFORMATICIEN,DIVORCE,69,NEUTRE
7400,Khaled Rekik,client7400@mail.tn,+21661593967,1993-01-15,"121 Rue 31, Hammam-Lif",STAR-007400,SANTE,2017,1067.42,MEDECIN,VEUF,71,POSITIF
7401,Hatem Chebbi,client7401@mail.tn,+21695146203,2002-08-18,"1 Rue 42, Ariana",STAR-007401,AUTO,2013,1485.12,ENSEIGNANT,MARIE,67,NEUTRE
7402,Amira Khalsi,client7402@mail.tn,+21696741406,1999-08-27,"164 Rue 28, Nabeul",STAR-007402,RC,2008,274.7,AUTRE,VEUF,45,NEUTRE
7403,Manel Ayari,client7403@mail.tn,+21699238684,1991-08-05,"175 Rue 14, Mateur",STAR-007403,VIE,2008,2714.0,MEDECIN,DIVORCE,100,POSITIF
7404,Salma Jebali,client7404@mail.tn,+21666779879,1984-03-12,"138 Rue 40, Sousse",STAR-007404,VOYAGE,2003,431.25,CHAUFFEUR,CELIBATAIRE,37,NEGATIF
7405,Lotfi Gharbi,client7405@mail.tn,+21662103207,1977-08-04,"108 Rue 34, Manouba",STAR-007405,HABITATION,2000,2578.32,MEDECIN,MARIE,100,POSITIF
7406,Amira Trabelsi,client7406@mail.tn,+21661148113,1961-07-20,"6 Rue 33, Ariana",STAR-007406,SANTE,2013,2267.61,RETRAITE,DIVORCE,90,POSITIF
7407,Zied Laabidi,client7407@mail.tn,+21667807855,1991-03-27,"88 Rue 19, Nabeul",STAR-007407,AUTO,2004,1689.06,EMPLOYE,VEUF,80,POSITIF
7408,Radhia Bardi,client7408@mail.tn,+21667219520,1981-09-03,"144 Rue 19, Nabeul",STAR-007408,VIE,2011,6516.19,INFORMATICIEN,VEUF,100,POSITIF
7409,Rania Mrabet,client7409@mail.tn,+21691172027,1980-05-15,"34 Rue 21, Ariana",STAR-007409,RC,2022,515.9,ENSEIGNANT,CELIBATAIRE,20,NEGATIF
7410,Rim Mrabet,client7410@mail.tn,+21664758670,1981-10-21,"12 Rue 33, Monastir",STAR-007410,VOYAGE,2020,458.74,EMPLOYE,DIVORCE,38,NEGATIF
7411,Sarra Bouaziz,client7411@mail.tn,+21698783842,1977-12-05,"158 Rue 36, Sfax",STAR-007411,SANTE,2018,1974.33,CHAUFFEUR,DIVORCE,60,NEUTRE
7412,Sonia Ayari,client7412@mail.tn,+21665307101,1997-02-27,"78 Rue 21, Manouba",STAR-007412,VOYAGE,2017,646.8,EMPLOYE,DIVORCE,39,NEGATIF
7413,Rania Mzoughi,client7413@mail.tn,+21662906406,1982-02-07,"29 Rue 4, Zaghouan",STAR-007413,RC,2001,749.27,EMPLOYE,MARIE,37,NEGATIF
7414,Mariem Jebali,client7414@mail.tn,+21694844027,1974-02-04,"121 Rue 5, Manouba",STAR-007414,AUTO,2024,957.17,COMMERCANT,VEUF,36,NEGATIF
7415,Wissem Saidi,client7415@mail.tn,+21667885696,1963-05-05,"97 Rue 16, Hammam-Lif",STAR-007415,HABITATION,2007,2767.54,INFORMATICIEN,VEUF,100,POSITIF
7416,Mohamed Mejri,client7416@mail.tn,+21699152953,1969-06-13,"21 Rue 22, Ariana",STAR-007416,AUTO,2023,603.32,INFORMATICIEN,VEUF,39,NEGATIF
7417,Hatem Chaabane,client7417@mail.tn,+21693131774,1986-11-03,"109 Rue 27, Ben Arous",STAR-007417,VOYAGE,2024,485.43,EMPLOYE,VEUF,12,NEGATIF
7418,Salma Mejri,client7418@mail.tn,+21665444814,2003-12-02,"162 Rue 33, Mateur",STAR-007418,AUTO,2001,1304.03,COMMERCANT,CELIBATAIRE,73,POSITIF
7419,Samir Belhaj,client7419@mail.tn,+21666505281,1969-06-23,"195 Rue 18, Monastir",STAR-007419,RC,2015,414.45,MEDECIN,VEUF,46,NEUTRE
7420,Fares Nasri,client7420@mail.tn,+21661046016,1996-06-05,"131 Rue 33, Tunis",STAR-007420,VOYAGE,2020,293.25,ENSEIGNANT,VEUF,35,NEGATIF
7421,Radhia Jebali,client7421@mail.tn,+21666641889,1967-08-13,"169 Rue 42, Ben Arous",STAR-007421,AUTO,2013,1666.76,COMMERCANT,MARIE,69,NEUTRE
7422,Leila Gharbi,client7422@mail.tn,+21662210117,1995-05-03,"196 Rue 44, Ariana",STAR-007422,AUTO,2010,1312.24,RETRAITE,DIVORCE,67,NEUTRE
7423,Hedi Dridi,client7423@mail.tn,+21662150947,1988-07-27,"90 Rue 49, Ariana",STAR-007423,RC,2010,813.12,RETRAITE,DIVORCE,43,NEUTRE
7424,Fares Belhaj,client7424@mail.tn,+21669098346,1999-12-07,"90 Rue 39, Sfax",STAR-007424,HABITATION,2005,1700.22,RETRAITE,VEUF,89,POSITIF
7425,Tarek Abidi,client7425@mail.tn,+21691206699,1994-05-22,"9 Rue 38, Sfax",STAR-007425,SANTE,2018,717.46,AUTRE,MARIE,45,NEUTRE
7426,Sirine Rekik,client7426@mail.tn,+21698656958,1991-01-13,"143 Rue 45, Sousse",STAR-007426,RC,2014,778.98,RETRAITE,VEUF,28,NEGATIF
7427,Leila Gargouri,client7427@mail.tn,+21668416854,1999-04-23,"128 Rue 38, Hammam-Lif",STAR-007427,AUTO,2013,1031.09,EMPLOYE,MARIE,75,POSITIF
7428,Asma Gargouri,client7428@mail.tn,+21669614745,2004-02-12,"37 Rue 3, Ben Arous",STAR-007428,SANTE,2016,855.29,AUTRE,MARIE,53,NEUTRE
7429,Tarek Abidi,client7429@mail.tn,+21668131328,1995-08-11,"44 Rue 32, Sousse",STAR-007429,VOYAGE,2012,357.21,EMPLOYE,MARIE,44,NEUTRE
7430,Hela Zouari,client7430@mail.tn,+21693707832,1993-12-17,"99 Rue 15, Monastir",STAR-007430,VOYAGE,2016,257.43,ENSEIGNANT,MARIE,47,NEUTRE
7431,Sami Bouaziz,client7431@mail.tn,+21668073226,1999-07-20,"51 Rue 21, Mateur",STAR-007431,AUTO,2003,1821.47,AUTRE,VEUF,74,POSITIF
7432,Hedi Turki,client7432@mail.tn,+21668610163,1976-08-23,"50 Rue 14, Zaghouan",STAR-007432,HABITATION,2008,3696.33,MEDECIN,MARIE,100,POSITIF
7433,Karim Ouali,client7433@mail.tn,+21661178089,1966-12-07,"49 Rue 41, Sousse",STAR-007433,SANTE,2001,1548.66,INGENIEUR,DIVORCE,91,POSITIF
7434,Yosra Ayari,client7434@mail.tn,+21662110612,1997-08-01,"6 Rue 16, Ben Arous",STAR-007434,RC,2007,851.09,INGENIEUR,DIVORCE,70,POSITIF
7435,Ali Chaabane,client7435@mail.tn,+21668337720,1967-10-23,"149 Rue 22, Zaghouan",STAR-007435,SANTE,2013,946.13,ETUDIANT,MARIE,75,POSITIF
7436,Chiraz Ouali,client7436@mail.tn,+21699971673,1985-08-10,"156 Rue 36, Zaghouan",STAR-007436,HABITATION,2003,3543.13,INGENIEUR,DIVORCE,100,POSITIF
7437,Fares Khalsi,client7437@mail.tn,+21665713190,1968-04-15,"177 Rue 26, Sousse",STAR-007437,SANTE,2022,1610.4,RETRAITE,CELIBATAIRE,63,NEUTRE
7438,Ines Mansour,client7438@mail.tn,+21698087348,1961-07-24,"182 Rue 30, Ariana",STAR-007438,VOYAGE,2022,204.81,RETRAITE,CELIBATAIRE,26,NEGATIF
7439,Afef Gargouri,client7439@mail.tn,+21664378437,1978-06-14,"1 Rue 16, Mateur",STAR-007439,VOYAGE,2018,536.87,INFORMATICIEN,VEUF,36,NEGATIF
7440,Sabrine Turki,client7440@mail.tn,+21664864390,1988-10-24,"24 Rue 29, Zaghouan",STAR-007440,VOYAGE,2006,283.43,COMMERCANT,VEUF,48,NEUTRE
7441,Ridha Abidi,client7441@mail.tn,+21694030085,1991-12-03,"25 Rue 26, La Marsa",STAR-007441,SANTE,2004,2886.64,COMMERCANT,VEUF,88,POSITIF
7442,Mounir Chaabane,client7442@mail.tn,+21694713808,1981-11-14,"57 Rue 32, Hammam-Lif",STAR-007442,RC,2018,448.12,RETRAITE,MARIE,35,NEGATIF
7443,Aymen Khalsi,client7443@mail.tn,+21662834734,2000-11-20,"38 Rue 25, Tunis",STAR-007443,AUTO,2024,1947.67,EMPLOYE,MARIE,40,NEUTRE
7444,Emna Mejri,client7444@mail.tn,+21692905618,2003-09-26,"197 Rue 39, Sousse",STAR-007444,AUTO,2011,1547.14,CHAUFFEUR,CELIBATAIRE,41,NEUTRE
7445,Manel Chaabane,client7445@mail.tn,+21699986385,1960-03-27,"74 Rue 28, Zaghouan",STAR-007445,VOYAGE,2015,273.71,MEDECIN,CELIBATAIRE,53,NEUTRE
7446,Hatem Bardi,client7446@mail.tn,+21696958070,1993-05-05,"196 Rue 16, Mateur",STAR-007446,VOYAGE,2006,398.75,AUTRE,VEUF,39,NEGATIF
7447,Maher Abidi,client7447@mail.tn,+21695857402,1960-10-24,"140 Rue 40, Sfax",STAR-007447,SANTE,2017,1435.09,COMMERCANT,DIVORCE,60,NEUTRE
7448,Rania Khalsi,client7448@mail.tn,+21663246408,1970-04-17,"160 Rue 34, La Marsa",STAR-007448,HABITATION,2014,4313.16,COMMERCANT,CELIBATAIRE,93,POSITIF
7449,Sami Gharbi,client7449@mail.tn,+21692003531,1983-06-03,"100 Rue 19, Sfax",STAR-007449,SANTE,2003,612.17,ENSEIGNANT,CELIBATAIRE,67,NEUTRE
7450,Fatma Gargouri,client7450@mail.tn,+21663418226,1998-01-27,"18 Rue 21, Zaghouan",STAR-007450,VIE,2020,1698.05,INFORMATICIEN,DIVORCE,88,POSITIF
7451,Lotfi Chebbi,client7451@mail.tn,+21663711378,1999-04-18,"89 Rue 6, Sousse",STAR-007451,RC,2005,670.23,EMPLOYE,MARIE,53,NEUTRE
7452,Tarek Hamdi,client7452@mail.tn,+21668546394,1995-06-18,"197 Rue 31, Sousse",STAR-007452,VOYAGE,2014,681.03,RETRAITE,DIVORCE,41,NEUTRE
7453,Mounir Abidi,client7453@mail.tn,+21661815254,1962-08-11,"155 Rue 15, Ariana",STAR-007453,AUTO,2021,668.44,RETRAITE,MARIE,51,NEUTRE
7454,Wissem Dridi,client7454@mail.tn,+21695121956,1974-06-15,"41 Rue 46, Ariana",STAR-007454,VOYAGE,2010,523.39,INGENIEUR,VEUF,38,NEGATIF
7455,Rami Boughanmi,client7455@mail.tn,+21668424574,1977-11-11,"139 Rue 38, Ben Arous",STAR-007455,HABITATION,2014,1049.65,ETUDIANT,CELIBATAIRE,65,NEUTRE
7456,Amel Haddad,client7456@mail.tn,+21663713763,2000-02-05,"187 Rue 3, Mateur",STAR-007456,RC,2016,741.95,COMMERCANT,CELIBATAIRE,10,NEGATIF
7457,Mohamed Khalsi,client7457@mail.tn,+21692993639,1965-06-01,"22 Rue 26, Nabeul",STAR-007457,SANTE,2001,1804.83,EMPLOYE,DIVORCE,85,POSITIF
7458,Ali Belhaj,client7458@mail.tn,+21692329520,1992-11-02,"33 Rue 32, Mateur",STAR-007458,AUTO,2004,607.69,EMPLOYE,DIVORCE,67,NEUTRE
7459,Hatem Nasri,client7459@mail.tn,+21696782741,1987-09-09,"26 Rue 2, Zaghouan",STAR-007459,VIE,2003,2441.84,COMMERCANT,CELIBATAIRE,100,POSITIF
7460,Salma Fehri,client7460@mail.tn,+21666681739,2000-12-06,"66 Rue 6, Ariana",STAR-007460,AUTO,2023,682.27,ENSEIGNANT,DIVORCE,18,NEGATIF
7461,Houda Zouari,client7461@mail.tn,+21696945573,1971-03-15,"79 Rue 47, Ben Arous",STAR-007461,AUTO,2017,1040.87,INGENIEUR,CELIBATAIRE,69,NEUTRE
7462,Ines Chaabane,client7462@mail.tn,+21699382880,1965-08-16,"81 Rue 47, Nabeul",STAR-007462,RC,2013,286.23,AUTRE,CELIBATAIRE,42,NEUTRE
7463,Aymen Hamdi,client7463@mail.tn,+21694753984,1995-12-16,"3 Rue 33, Hammam-Lif",STAR-007463,VIE,2007,4652.32,ENSEIGNANT,DIVORCE,100,POSITIF
7464,Olfa Laabidi,client7464@mail.tn,+21665186997,1984-10-13,"98 Rue 25, La Marsa",STAR-007464,RC,2015,280.03,MEDECIN,MARIE,48,NEUTRE
7465,Rim Saidi,client7465@mail.tn,+21699335688,1996-12-22,"7 Rue 39, Monastir",STAR-007465,SANTE,2010,2029.15,EMPLOYE,DIVORCE,74,POSITIF
7466,Afef Chebbi,client7466@mail.tn,+21668000515,2005-01-01,"139 Rue 50, Manouba",STAR-007466,HABITATION,2002,1833.05,COMMERCANT,MARIE,85,POSITIF
7467,Hajer Haddad,client7467@mail.tn,+21662647506,1979-05-03,"153 Rue 44, Sousse",STAR-007467,SANTE,2006,1958.76,RETRAITE,MARIE,82,POSITIF
7468,Yosra Chaabane,client7468@mail.tn,+21694679589,1993-01-04,"23 Rue 10, Nabeul",STAR-007468,SANTE,2016,1347.02,INGENIEUR,CELIBATAIRE,79,POSITIF
7469,Fares Nasri,client7469@mail.tn,+21666828262,2000-11-17,"182 Rue 15, Nabeul",STAR-007469,RC,2023,546.67,ETUDIANT,DIVORCE,0,NEGATIF
7470,Amine Dridi,client7470@mail.tn,+21695202755,1980-08-14,"53 Rue 24, Tunis",STAR-007470,RC,2001,459.81,EMPLOYE,DIVORCE,39,NEGATIF
7471,Skander Dridi,client7471@mail.tn,+21691957927,1993-11-25,"56 Rue 49, Nabeul",STAR-007471,VOYAGE,2018,259.42,MEDECIN,DIVORCE,48,NEUTRE
7472,Olfa Mejri,client7472@mail.tn,+21695956965,1964-06-21,"21 Rue 30, Monastir",STAR-007472,HABITATION,2021,3245.5,ENSEIGNANT,VEUF,74,POSITIF
7473,Rim Gharbi,client7473@mail.tn,+21664229215,1966-03-06,"25 Rue 27, Nabeul",STAR-007473,HABITATION,2012,4987.43,ENSEIGNANT,MARIE,100,POSITIF
7474,Aymen Ouali,client7474@mail.tn,+21669909190,1975-07-01,"3 Rue 9, Mateur",STAR-007474,AUTO,2016,478.95,CHAUFFEUR,MARIE,39,NEGATIF
7475,Maher Mrabet,client7475@mail.tn,+21691296389,2000-08-27,"98 Rue 1, Hammam-Lif",STAR-007475,VIE,2011,7183.52,AUTRE,MARIE,93,POSITIF
7476,Walid Mrabet,client7476@mail.tn,+21694024362,1965-06-19,"136 Rue 21, Monastir",STAR-007476,VOYAGE,2012,388.03,ETUDIANT,CELIBATAIRE,40,NEUTRE
7477,Karim Elloumi,client7477@mail.tn,+21698216390,1984-05-09,"52 Rue 37, Ben Arous",STAR-007477,VIE,2003,5766.22,MEDECIN,MARIE,100,POSITIF
7478,Manel Trabelsi,client7478@mail.tn,+21694244827,1992-05-04,"194 Rue 20, Nabeul",STAR-007478,HABITATION,2007,2225.76,COMMERCANT,MARIE,98,POSITIF
7479,Fares Zouari,client7479@mail.tn,+21662029406,1973-06-01,"7 Rue 35, Mateur",STAR-007479,HABITATION,2000,1815.5,ETUDIANT,CELIBATAIRE,81,POSITIF
7480,Nesrine Chaabane,client7480@mail.tn,+21696651349,1998-09-26,"160 Rue 17, Ben Arous",STAR-007480,HABITATION,2013,3993.21,CHAUFFEUR,DIVORCE,77,POSITIF
7481,Sirine Jebali,client7481@mail.tn,+21696183739,1999-01-12,"130 Rue 23, Ben Arous",STAR-007481,VOYAGE,2019,506.55,RETRAITE,MARIE,41,NEUTRE
7482,Lilia Nasri,client7482@mail.tn,+21692238300,1995-06-25,"163 Rue 18, Manouba",STAR-007482,HABITATION,2000,1099.87,AUTRE,CELIBATAIRE,88,POSITIF
7483,Hajer Laabidi,client7483@mail.tn,+21666565580,1960-11-17,"192 Rue 4, Hammam-Lif",STAR-007483,VOYAGE,2003,250.33,MEDECIN,DIVORCE,70,POSITIF
7484,Mounir Gharbi,client7484@mail.tn,+21698815657,1982-08-28,"3 Rue 2, Mateur",STAR-007484,AUTO,2002,973.02,INGENIEUR,MARIE,86,POSITIF
7485,Rania Nasri,client7485@mail.tn,+21692083953,1980-06-17,"41 Rue 15, Mateur",STAR-007485,AUTO,2007,1120.15,CHAUFFEUR,VEUF,70,POSITIF
7486,Fares Sfar,client7486@mail.tn,+21698102570,1967-10-24,"92 Rue 33, La Marsa",STAR-007486,HABITATION,2021,4988.98,INGENIEUR,VEUF,86,POSITIF
7487,Walid Chebbi,client7487@mail.tn,+21695318757,1990-10-12,"10 Rue 10, Sfax",STAR-007487,SANTE,2002,778.87,ETUDIANT,MARIE,58,NEUTRE
7488,Manel Rekik,client7488@mail.tn,+21665691693,1961-08-09,"30 Rue 3, Ben Arous",STAR-007488,HABITATION,2021,1855.25,AUTRE,VEUF,56,NEUTRE
7489,Sarra Mzoughi,client7489@mail.tn,+21661849270,1974-06-13,"55 Rue 22, Sousse",STAR-007489,VOYAGE,2001,467.72,RETRAITE,CELIBATAIRE,49,NEUTRE
7490,Rami Mzoughi,client7490@mail.tn,+21669369039,1988-04-10,"32 Rue 47, Nabeul",STAR-007490,SANTE,2016,1365.45,INFORMATICIEN,MARIE,83,POSITIF
7491,Hatem Khalsi,client7491@mail.tn,+21691145206,1973-06-06,"32 Rue 29, La Marsa",STAR-007491,HABITATION,2017,1083.3,AUTRE,VEUF,70,POSITIF
7492,Houda Ayari,client7492@mail.tn,+21691940485,1988-10-27,"3 Rue 13, Zaghouan",STAR-007492,SANTE,2008,851.98,CHAUFFEUR,CELIBATAIRE,68,NEUTRE
7493,Wissem Ouali,client7493@mail.tn,+21664388190,1965-05-17,"67 Rue 21, La Marsa",STAR-007493,RC,2003,899.71,AUTRE,VEUF,54,NEUTRE
7494,Lotfi Chebbi,client7494@mail.tn,+21698573764,1983-01-02,"90 Rue 34, Bizerte",STAR-007494,VOYAGE,2003,584.72,EMPLOYE,VEUF,42,NEUTRE
7495,Youssef Belhaj,client7495@mail.tn,+21694955035,2005-02-09,"182 Rue 10, Bizerte",STAR-007495,RC,2004,496.47,INGENIEUR,MARIE,43,NEUTRE
7496,Zied Rekik,client7496@mail.tn,+21696517383,1993-10-16,"7 Rue 4, Ariana",STAR-007496,SANTE,2003,1142.32,CHAUFFEUR,VEUF,75,POSITIF
7497,Amira Chebbi,client7497@mail.tn,+21662665708,1974-02-05,"148 Rue 30, Sfax",STAR-007497,AUTO,2020,923.92,ENSEIGNANT,MARIE,64,NEUTRE
7498,Salma Ayari,client7498@mail.tn,+21667863089,2004-08-05,"160 Rue 19, Zaghouan",STAR-007498,RC,2011,471.69,ENSEIGNANT,MARIE,36,NEGATIF
7499,Slim Gharbi,client7499@mail.tn,+21664182528,2005-01-06,"179 Rue 10, Hammam-Lif",STAR-007499,SANTE,2017,826.12,COMMERCANT,VEUF,52,NEUTRE
7500,Mehdi Mzoughi,client7500@mail.tn,+21665253580,2004-01-28,"75 Rue 50, Zaghouan",STAR-007500,VIE,2001,3360.26,INGENIEUR,VEUF,88,POSITIF
7501,Asma Khalsi,client7501@mail.tn,+21668299141,1972-12-10,"153 Rue 14, Zaghouan",STAR-007501,SANTE,2022,2579.85,INFORMATICIEN,DIVORCE,71,POSITIF
7502,Houda Trabelsi,client7502@mail.tn,+21698777671,1974-09-27,"3 Rue 43, Tunis",STAR-007502,AUTO,2010,1456.64,CHAUFFEUR,VEUF,47,NEUTRE
7503,Yosra Zouari,client7503@mail.tn,+21692792588,1975-07-20,"146 Rue 23, Ariana",STAR-007503,VIE,2023,6228.41,RETRAITE,CELIBATAIRE,79,POSITIF
7504,Mohamed Bardi,client7504@mail.tn,+21692821392,1994-11-19,"121 Rue 33, Tunis",STAR-007504,VIE,2001,2312.45,ENSEIGNANT,CELIBATAIRE,100,POSITIF
7505,Rania Elloumi,client7505@mail.tn,+21697025823,1993-06-24,"188 Rue 30, Tunis",STAR-007505,SANTE,2009,1751.84,RETRAITE,CELIBATAIRE,77,POSITIF
7506,Salma Elloumi,client7506@mail.tn,+21663096605,1981-10-06,"67 Rue 41, Tunis",STAR-007506,VIE,2007,2916.51,RETRAITE,VEUF,98,POSITIF
7507,Sabrine Bouaziz,client7507@mail.tn,+21661768503,1962-12-20,"130 Rue 37, Ariana",STAR-007507,SANTE,2004,1850.16,CHAUFFEUR,CELIBATAIRE,72,POSITIF
7508,Mehdi Chebbi,client7508@mail.tn,+21691492365,1982-02-03,"24 Rue 22, Monastir",STAR-007508,VIE,2000,5489.75,MEDECIN,DIVORCE,100,POSITIF
7509,Skander Khalsi,client7509@mail.tn,+21667636075,1997-12-01,"200 Rue 31, Nabeul",STAR-007509,RC,2023,387.74,MEDECIN,DIVORCE,25,NEGATIF
7510,Fatma Turki,client7510@mail.tn,+21696142784,2002-01-28,"98 Rue 14, Nabeul",STAR-007510,AUTO,2022,1938.18,CHAUFFEUR,VEUF,30,NEGATIF
7511,Karim Chaabane,client7511@mail.tn,+21698760380,1986-09-19,"81 Rue 35, Tunis",STAR-007511,VOYAGE,2001,424.89,RETRAITE,DIVORCE,61,NEUTRE
7512,Fares Zouari,client7512@mail.tn,+21697800520,2002-11-11,"150 Rue 8, Tunis",STAR-007512,HABITATION,2001,1463.3,CHAUFFEUR,MARIE,72,POSITIF
7513,Amel Mzoughi,client7513@mail.tn,+21697407002,1976-12-23,"140 Rue 17, Hammam-Lif",STAR-007513,HABITATION,2004,1665.92,ETUDIANT,MARIE,82,POSITIF
7514,Dhouha Mejri,client7514@mail.tn,+21693251791,1989-05-21,"83 Rue 24, Mateur",STAR-007514,SANTE,2015,2725.69,CHAUFFEUR,MARIE,77,POSITIF
7515,Fethi Nasri,client7515@mail.tn,+21699320592,2002-07-16,"194 Rue 36, La Marsa",STAR-007515,AUTO,2011,1561.49,COMMERCANT,VEUF,52,NEUTRE
7516,Fatma Elloumi,client7516@mail.tn,+21664499663,1993-03-27,"162 Rue 31, Ariana",STAR-007516,VOYAGE,2005,388.87,EMPLOYE,VEUF,40,NEUTRE
7517,Ali Khalsi,client7517@mail.tn,+21663871609,1971-08-06,"195 Rue 42, Ariana",STAR-007517,AUTO,2002,787.17,AUTRE,DIVORCE,60,NEUTRE
7518,Asma Mzoughi,client7518@mail.tn,+21698567540,2002-07-28,"123 Rue 4, Tunis",STAR-007518,HABITATION,2009,3555.07,EMPLOYE,VEUF,77,POSITIF
7519,Dhouha Ben Ali,client7519@mail.tn,+21691690869,1991-09-05,"119 Rue 5, Nabeul",STAR-007519,VIE,2018,5194.29,INGENIEUR,VEUF,97,POSITIF
7520,Amira Gharbi,client7520@mail.tn,+21698173971,1986-05-22,"57 Rue 35, Sousse",STAR-007520,RC,2024,823.56,RETRAITE,VEUF,30,NEGATIF
7521,Sarra Haddad,client7521@mail.tn,+21692942894,1998-03-26,"41 Rue 8, Monastir",STAR-007521,RC,2023,489.33,MEDECIN,CELIBATAIRE,11,NEGATIF
7522,Rim Trabelsi,client7522@mail.tn,+21664254754,1999-07-21,"62 Rue 49, Zaghouan",STAR-007522,VOYAGE,2016,612.87,COMMERCANT,MARIE,36,NEGATIF
7523,Hajer Mzoughi,client7523@mail.tn,+21665726972,2005-03-15,"125 Rue 3, Hammam-Lif",STAR-007523,HABITATION,2024,1051.22,INGENIEUR,DIVORCE,61,NEUTRE
7524,Lotfi Ouali,client7524@mail.tn,+21667439976,1962-03-02,"47 Rue 16, Bizerte",STAR-007524,AUTO,2024,1763.63,INFORMATICIEN,CELIBATAIRE,56,NEUTRE
7525,Omar Khelil,client7525@mail.tn,+21698081447,1963-03-07,"166 Rue 25, Ben Arous",STAR-007525,RC,2007,226.33,RETRAITE,MARIE,48,NEUTRE
7526,Hajer Khelil,client7526@mail.tn,+21662471041,1974-04-24,"130 Rue 11, Tunis",STAR-007526,SANTE,2001,2645.02,CHAUFFEUR,CELIBATAIRE,84,POSITIF
7527,Ahmed Mrabet,client7527@mail.tn,+21666169462,1986-03-24,"179 Rue 21, Manouba",STAR-007527,AUTO,2002,1693.33,CHAUFFEUR,VEUF,63,NEUTRE
7528,Nadia Belhaj,client7528@mail.tn,+21691727216,1992-06-13,"156 Rue 6, La Marsa",STAR-007528,RC,2017,877.7,AUTRE,DIVORCE,45,NEUTRE
7529,Rim Dridi,client7529@mail.tn,+21667954972,1980-06-09,"53 Rue 35, Hammam-Lif",STAR-007529,AUTO,2003,440.36,EMPLOYE,VEUF,53,NEUTRE
7530,Ali Khelil,client7530@mail.tn,+21668207462,1996-09-07,"59 Rue 8, Hammam-Lif",STAR-007530,HABITATION,2006,1465.84,MEDECIN,CELIBATAIRE,95,POSITIF
